ILEADSAddress,ILEADSStreet,CITY,STATE,fullSearch,lat,lon,lat_lon_combo
0,N BROADWAY / RIVERVIEW BLVD,St. Louis,MO,"0 N BROADWAY / RIVERVIEW BLVD, St. Louis, MO",,,
0,W FLORISSANT AVE / RIVERVIEW B,St. Louis,MO,"0 W FLORISSANT AVE / RIVERVIEW B, St. Louis, MO",,,
0,N 9TH ST / SALISBURY ST,St. Louis,MO,"0 N 9TH ST / SALISBURY ST, St. Louis, MO",,,
0,TAFT AVE / TENNESSEE AVE,St. Louis,MO,"0 TAFT AVE / TENNESSEE AVE, St. Louis, MO",,,
5020,GRANBERRY WAY LN,St. Louis,MO,"5020 GRANBERRY WAY LN, St. Louis, MO",,,
0,N 21ST ST / N FLORISSANT AVE,St. Louis,MO,"0 N 21ST ST / N FLORISSANT AVE, St. Louis, MO",,,
0,BLAIR AVE / MONROE ST,St. Louis,MO,"0 BLAIR AVE / MONROE ST, St. Louis, MO",,,
2012,E ADELAIDE AVE,St. Louis,MO,"2012 E ADELAIDE AVE, St. Louis, MO",,,
0,FAIR AVE / ROSALIE ST,St. Louis,MO,"0 FAIR AVE / ROSALIE ST, St. Louis, MO",,,
0,GOODFELLOW BLVD / TERRY AVE,St. Louis,MO,"0 GOODFELLOW BLVD / TERRY AVE, St. Louis, MO",,,
0,S 39TH ST / CLEVELAND AVE,St. Louis,MO,"0 S 39TH ST / CLEVELAND AVE, St. Louis, MO",,,
0,MINERVA AVE / SHAWMUT PL,St. Louis,MO,"0 MINERVA AVE / SHAWMUT PL, St. Louis, MO",,,
0,HODIAMONT AVE / HORTON PL,St. Louis,MO,"0 HODIAMONT AVE / HORTON PL, St. Louis, MO",,,
0,NATURAL BRIDGE AVE / UNION BLV,St. Louis,MO,"0 NATURAL BRIDGE AVE / UNION BLV, St. Louis, MO",,,
0,BECK AVE / MORGANFORD RD,St. Louis,MO,"0 BECK AVE / MORGANFORD RD, St. Louis, MO",,,
0,OHIO AVE / PARK AVE,St. Louis,MO,"0 OHIO AVE / PARK AVE, St. Louis, MO",,,
0,N EUCLID AVE / MAFFITT AVE,St. Louis,MO,"0 N EUCLID AVE / MAFFITT AVE, St. Louis, MO",,,
301,W COURTOIS ST,St. Louis,MO,"301 W COURTOIS ST, St. Louis, MO",,,
0,BRANCH ST / N BROADWAY,St. Louis,MO,"0 BRANCH ST / N BROADWAY, St. Louis, MO",,,
0,W FLORISSANT AVE / GILMORE AVE,St. Louis,MO,"0 W FLORISSANT AVE / GILMORE AVE, St. Louis, MO",,,
1400,E GRAND BLVD,St. Louis,MO,"1400 E GRAND BLVD, St. Louis, MO",,,
0,N KINGSHIGHWAY BLVD / LILBURN,St. Louis,MO,"0 N KINGSHIGHWAY BLVD / LILBURN, St. Louis, MO",,,
0,FARLIN AVE / SHREVE AVE,St. Louis,MO,"0 FARLIN AVE / SHREVE AVE, St. Louis, MO",,,
0,ENRIGHT AVE / N KINGSHIGHWAY B,St. Louis,MO,"0 ENRIGHT AVE / N KINGSHIGHWAY B, St. Louis, MO",,,
0,ALABAMA AVE / WEBER DR,St. Louis,MO,"0 ALABAMA AVE / WEBER DR, St. Louis, MO",,,
4255,W MAFFITT AVE,St. Louis,MO,"4255 W MAFFITT AVE, St. Louis, MO",,,
NA,BROADWAY KEOKUK,St. Louis,MO,"NA BROADWAY KEOKUK, St. Louis, MO",,,
3737,N. KINGSHIGHWAY,St. Louis,MO,"3737 N. KINGSHIGHWAY, St. Louis, MO",,,
0,@MCKINLEY BRIDGE : XY(90684870,St. Louis,MO,"0 @MCKINLEY BRIDGE : XY(90684870, St. Louis, MO",,,
0,DAVISON AVE / LILLIAN AVE,St. Louis,MO,"0 DAVISON AVE / LILLIAN AVE, St. Louis, MO",,,
1725,OFALLON ST,St. Louis,MO,"1725 OFALLON ST, St. Louis, MO",,,
0,DE BALIVIERE AVE / FOREST PARK,St. Louis,MO,"0 DE BALIVIERE AVE / FOREST PARK, St. Louis, MO",,,
4225,W LABADIE AVE,St. Louis,MO,"4225 W LABADIE AVE, St. Louis, MO",,,
0,S 39TH ST / DE TONTY ST,St. Louis,MO,"0 S 39TH ST / DE TONTY ST, St. Louis, MO",,,
0,S GRAND BLVD / I 44 WESTBOUND,St. Louis,MO,"0 S GRAND BLVD / I 44 WESTBOUND, St. Louis, MO",,,
0,MICHIGAN AVE / SHENANDOAH AVE,St. Louis,MO,"0 MICHIGAN AVE / SHENANDOAH AVE, St. Louis, MO",,,
0,HICKORY ST / S JEFFERSON AVE,St. Louis,MO,"0 HICKORY ST / S JEFFERSON AVE, St. Louis, MO",,,
0,CASS AVE / N GRAND BLVD,St. Louis,MO,"0 CASS AVE / N GRAND BLVD, St. Louis, MO",,,
0,BAILEY AVE / PLEASANT ST,St. Louis,MO,"0 BAILEY AVE / PLEASANT ST, St. Louis, MO",,,
0,GROVE ST / LEE AVE,St. Louis,MO,"0 GROVE ST / LEE AVE, St. Louis, MO",,,
4263,W PAGE BLVD,St. Louis,MO,"4263 W PAGE BLVD, St. Louis, MO",,,
0,ELLIOTT AVE / GAMBLE ST,St. Louis,MO,"0 ELLIOTT AVE / GAMBLE ST, St. Louis, MO",,,
0,LEE AVE / PLEASANT ST,St. Louis,MO,"0 LEE AVE / PLEASANT ST, St. Louis, MO",,,
703,OFALLON ST,St. Louis,MO,"703 OFALLON ST, St. Louis, MO",,,
0,GREER AVE / WALTON PL,St. Louis,MO,"0 GREER AVE / WALTON PL, St. Louis, MO",,,
0,PALM ST / WARNE AVE,St. Louis,MO,"0 PALM ST / WARNE AVE, St. Louis, MO",,,
4126,W GREEN LEA PL,St. Louis,MO,"4126 W GREEN LEA PL, St. Louis, MO",,,
0,FARLIN AVE / N KINGSHIGHWAY BL,St. Louis,MO,"0 FARLIN AVE / N KINGSHIGHWAY BL, St. Louis, MO",,,
0,MICHIGAN AVE / OSAGE ST,St. Louis,MO,"0 MICHIGAN AVE / OSAGE ST, St. Louis, MO",,,
0,NORFOLK AVE / TOWER GROVE AVE,St. Louis,MO,"0 NORFOLK AVE / TOWER GROVE AVE, St. Louis, MO",,,
0,N 18TH ST / CASS AVE,St. Louis,MO,"0 N 18TH ST / CASS AVE, St. Louis, MO",,,
0,ALICE AVE / E CARTER AVE,St. Louis,MO,"0 ALICE AVE / E CARTER AVE, St. Louis, MO",,,
0,N BROADWAY / E RAILROAD AVE,St. Louis,MO,"0 N BROADWAY / E RAILROAD AVE, St. Louis, MO",,,
0,S SARAH ST / S VANDEVENTER AVE,St. Louis,MO,"0 S SARAH ST / S VANDEVENTER AVE, St. Louis, MO",,,
0,GOODFELLOW BLVD / WABADA AVE,St. Louis,MO,"0 GOODFELLOW BLVD / WABADA AVE, St. Louis, MO",,,
301,DEBALIVIERE AVE,St. Louis,MO,"301 DEBALIVIERE AVE, St. Louis, MO",,,
0,CHIPPEWA ST / NEBRASKA AVE,St. Louis,MO,"0 CHIPPEWA ST / NEBRASKA AVE, St. Louis, MO",,,
4231,W SAN FRANCISCO AVE,St. Louis,MO,"4231 W SAN FRANCISCO AVE, St. Louis, MO",,,
0,CLEVELAND AVE / THURMAN AVE,St. Louis,MO,"0 CLEVELAND AVE / THURMAN AVE, St. Louis, MO",,,
0,ITASKA ST / NEBRASKA AVE,St. Louis,MO,"0 ITASKA ST / NEBRASKA AVE, St. Louis, MO",,,
0,GLASGOW AVE / SULLIVAN AVE,St. Louis,MO,"0 GLASGOW AVE / SULLIVAN AVE, St. Louis, MO",,,
0,N BROADWAY / SWITZER AVE,St. Louis,MO,"0 N BROADWAY / SWITZER AVE, St. Louis, MO",,,
0,COLEMAN ST / N MARKET ST,St. Louis,MO,"0 COLEMAN ST / N MARKET ST, St. Louis, MO",,,
0,BELT AVE / WELLS AVE,St. Louis,MO,"0 BELT AVE / WELLS AVE, St. Louis, MO",,,
0,CHEROKEE ST / PENNSYLVANIA AVE,St. Louis,MO,"0 CHEROKEE ST / PENNSYLVANIA AVE, St. Louis, MO",,,
0,COTTAGE AVE / PRAIRIE AVE,St. Louis,MO,"0 COTTAGE AVE / PRAIRIE AVE, St. Louis, MO",,,
0,MINNESOTA AVE / OSCEOLA ST,St. Louis,MO,"0 MINNESOTA AVE / OSCEOLA ST, St. Louis, MO",,,
0,BARNES JEWISH HOSPITAL PLZ / S,St. Louis,MO,"0 BARNES JEWISH HOSPITAL PLZ / S, St. Louis, MO",,,
0,IOWA AVE / UTAH ST,St. Louis,MO,"0 IOWA AVE / UTAH ST, St. Louis, MO",,,
0,NORTHCREST LN / VERONICA AVE,St. Louis,MO,"0 NORTHCREST LN / VERONICA AVE, St. Louis, MO",,,
0,ASHLAND AVE / BAYARD AVE,St. Louis,MO,"0 ASHLAND AVE / BAYARD AVE, St. Louis, MO",,,
0,FOREST PARK PKWY / GRAND DR,St. Louis,MO,"0 FOREST PARK PKWY / GRAND DR, St. Louis, MO",,,
0,ASHLAND AVE / UNION BLVD,St. Louis,MO,"0 ASHLAND AVE / UNION BLVD, St. Louis, MO",,,
0,BITTNER ST / N BROADWAY,St. Louis,MO,"0 BITTNER ST / N BROADWAY, St. Louis, MO",,,
0,GUSTINE AVE / KEOKUK ST,St. Louis,MO,"0 GUSTINE AVE / KEOKUK ST, St. Louis, MO",,,
0,DARBY ST / FERRIS AVE,St. Louis,MO,"0 DARBY ST / FERRIS AVE, St. Louis, MO",,,
0,S 4TH ST / LOMBARD ST,St. Louis,MO,"0 S 4TH ST / LOMBARD ST, St. Louis, MO",,,
0,CHEROKEE ST / S JEFFERSON AVE,St. Louis,MO,"0 CHEROKEE ST / S JEFFERSON AVE, St. Louis, MO",,,
0,NEWBY ST / VERONICA AVE,St. Louis,MO,"0 NEWBY ST / VERONICA AVE, St. Louis, MO",,,
0,N BEAUMONT ST / SAMUEL SHEPARD,St. Louis,MO,"0 N BEAUMONT ST / SAMUEL SHEPARD, St. Louis, MO",,,
39,FAIRGROUND PARK,St. Louis,MO,"39 FAIRGROUND PARK, St. Louis, MO",,,
0,PSB,St. Louis,MO,"0 PSB, St. Louis, MO",,,
2025,E OBEAR AVE,St. Louis,MO,"2025 E OBEAR AVE, St. Louis, MO",,,
0,GRAVOIS AVE / MINNESOTA AVE,St. Louis,MO,"0 GRAVOIS AVE / MINNESOTA AVE, St. Louis, MO",,,
1900,OFALLON ST,St. Louis,MO,"1900 OFALLON ST, St. Louis, MO",,,
0,KRAUSS ST / MICHIGAN AVE,St. Louis,MO,"0 KRAUSS ST / MICHIGAN AVE, St. Louis, MO",,,
0,ANGELICA ST / N BROADWAY,St. Louis,MO,"0 ANGELICA ST / N BROADWAY, St. Louis, MO",,,
0,S COMPTON AVE / JUNIATA ST,St. Louis,MO,"0 S COMPTON AVE / JUNIATA ST, St. Louis, MO",,,
0,N 20TH ST / OFALLON ST,St. Louis,MO,"0 N 20TH ST / OFALLON ST, St. Louis, MO",,,
0,CHOUTEAU AVE / SAINT ANGE AVE,St. Louis,MO,"0 CHOUTEAU AVE / SAINT ANGE AVE, St. Louis, MO",,,
0,DR MARTIN LUTHER KING DR / N V,St. Louis,MO,"0 DR MARTIN LUTHER KING DR / N V, St. Louis, MO",,,
0,W FLORISSANT AVE / GERALDINE A,St. Louis,MO,"0 W FLORISSANT AVE / GERALDINE A, St. Louis, MO",,,
0,S 7TH ST / I 55 SOUTHBOUND,St. Louis,MO,"0 S 7TH ST / I 55 SOUTHBOUND, St. Louis, MO",,,
0,N NEWSTEAD AVE / SAINT FERDINA,St. Louis,MO,"0 N NEWSTEAD AVE / SAINT FERDINA, St. Louis, MO",,,
0,BIDDLE ST / N BROADWAY,St. Louis,MO,"0 BIDDLE ST / N BROADWAY, St. Louis, MO",,,
0,N 20TH ST / MARKET ST,St. Louis,MO,"0 N 20TH ST / MARKET ST, St. Louis, MO",,,
0,W FLORISSANT AVE / N KINGSHIGH,St. Louis,MO,"0 W FLORISSANT AVE / N KINGSHIGH, St. Louis, MO",,,
2026,E DE SOTO AVE,St. Louis,MO,"2026 E DE SOTO AVE, St. Louis, MO",,,
0,RIDGE AVE / SHAWMUT PL,St. Louis,MO,"0 RIDGE AVE / SHAWMUT PL, St. Louis, MO",,,
0,KEOKUK ST / S SPRING AVE,St. Louis,MO,"0 KEOKUK ST / S SPRING AVE, St. Louis, MO",,,
0,HODIAMONT AVE / RIDGE AVE,St. Louis,MO,"0 HODIAMONT AVE / RIDGE AVE, St. Louis, MO",,,
0,I 44 WESTBOUND / S JEFFERSON A,St. Louis,MO,"0 I 44 WESTBOUND / S JEFFERSON A, St. Louis, MO",,,
1525,OFALLON ST,St. Louis,MO,"1525 OFALLON ST, St. Louis, MO",,,
0,HAMPTON AVE / MANCHESTER AVE,St. Louis,MO,"0 HAMPTON AVE / MANCHESTER AVE, St. Louis, MO",,,
0,N BROADWAY / HALLS FERRY RD,St. Louis,MO,"0 N BROADWAY / HALLS FERRY RD, St. Louis, MO",,,
0,BESSIE AVE / MARCUS AVE,St. Louis,MO,"0 BESSIE AVE / MARCUS AVE, St. Louis, MO",,,
0,S JEFFERSON AVE / RUSSELL BLVD,St. Louis,MO,"0 S JEFFERSON AVE / RUSSELL BLVD, St. Louis, MO",,,
0,MARCUS AVE / SAINT LOUIS AVE,St. Louis,MO,"0 MARCUS AVE / SAINT LOUIS AVE, St. Louis, MO",,,
0,S BOYLE AVE / GIBSON AVE,St. Louis,MO,"0 S BOYLE AVE / GIBSON AVE, St. Louis, MO",,,
0,ASHLAND AVE / N NEWSTEAD AVE,St. Louis,MO,"0 ASHLAND AVE / N NEWSTEAD AVE, St. Louis, MO",,,
2833,N PRAIRIE AVE,St. Louis,MO,"2833 N PRAIRIE AVE, St. Louis, MO",,,
0,IOWA AVE / POTOMAC ST,St. Louis,MO,"0 IOWA AVE / POTOMAC ST, St. Louis, MO",,,
0,N 10TH ST / ST CHARLES ST,St. Louis,MO,"0 N 10TH ST / ST CHARLES ST, St. Louis, MO",,,
0,DAGGETT AVE / EDWARDS ST,St. Louis,MO,"0 DAGGETT AVE / EDWARDS ST, St. Louis, MO",,,
0,HARTFORD ST / LOUISIANA AVE,St. Louis,MO,"0 HARTFORD ST / LOUISIANA AVE, St. Louis, MO",,,
0,CHEROKEE ST / GRAVOIS AVE,St. Louis,MO,"0 CHEROKEE ST / GRAVOIS AVE, St. Louis, MO",,,
0,GILES AVE / KEOKUK ST,St. Louis,MO,"0 GILES AVE / KEOKUK ST, St. Louis, MO",,,
0,N 14TH ST / MONTGOMERY ST,St. Louis,MO,"0 N 14TH ST / MONTGOMERY ST, St. Louis, MO",,,
0,DUNNICA AVE / LOUISIANA AVE,St. Louis,MO,"0 DUNNICA AVE / LOUISIANA AVE, St. Louis, MO",,,
0,ANGELICA ST / BLAIR AVE,St. Louis,MO,"0 ANGELICA ST / BLAIR AVE, St. Louis, MO",,,
0,N GRAND BLVD / WINDSOR PL,St. Louis,MO,"0 N GRAND BLVD / WINDSOR PL, St. Louis, MO",,,
0,N 8TH ST / MARKET ST,St. Louis,MO,"0 N 8TH ST / MARKET ST, St. Louis, MO",,,
0,S BROADWAY / NEBRASKA AVE,St. Louis,MO,"0 S BROADWAY / NEBRASKA AVE, St. Louis, MO",,,
0,S LEONOR K SULLIVAN BLVD / LUC,St. Louis,MO,"0 S LEONOR K SULLIVAN BLVD / LUC, St. Louis, MO",,,
1460,KEALTY LN,St. Louis,MO,"1460 KEALTY LN, St. Louis, MO",,,
0,N SPRING AVE / SULLIVAN AVE,St. Louis,MO,"0 N SPRING AVE / SULLIVAN AVE, St. Louis, MO",,,
0,ALABAMA AVE / W GERMANIA ST,St. Louis,MO,"0 ALABAMA AVE / W GERMANIA ST, St. Louis, MO",,,
1001,N SKINKER PKWY,St. Louis,MO,"1001 N SKINKER PKWY, St. Louis, MO",,,
0,N 21ST ST / BENTON ST,St. Louis,MO,"0 N 21ST ST / BENTON ST, St. Louis, MO",,,
0,S 18TH ST / CLARK AVE,St. Louis,MO,"0 S 18TH ST / CLARK AVE, St. Louis, MO",,,
0,CHURCH RD / GARTH AVE,St. Louis,MO,"0 CHURCH RD / GARTH AVE, St. Louis, MO",,,
0,N GRAND BLVD / LEE AVE,St. Louis,MO,"0 N GRAND BLVD / LEE AVE, St. Louis, MO",,,
0,HICKORY ST / S TUCKER BLVD,St. Louis,MO,"0 HICKORY ST / S TUCKER BLVD, St. Louis, MO",,,
0,GOODFELLOW BLVD / I 70 EASTBOU,St. Louis,MO,"0 GOODFELLOW BLVD / I 70 EASTBOU, St. Louis, MO",,,
1216,MELVIN E COLLINS WALK,St. Louis,MO,"1216 MELVIN E COLLINS WALK, St. Louis, MO",,,
0,BLAIR AVE / DODIER ST,St. Louis,MO,"0 BLAIR AVE / DODIER ST, St. Louis, MO",,,
0,GOODFELLOW BLVD / RIDGE AVE,St. Louis,MO,"0 GOODFELLOW BLVD / RIDGE AVE, St. Louis, MO",,,
3200,MARTIN LUTHER KING,St. Louis,MO,"3200 MARTIN LUTHER KING, St. Louis, MO",,,
3658,VIRGINIA,St. Louis,MO,"3658 VIRGINIA, St. Louis, MO",,,
0,ACADEMY AVE / PAGE BLVD,St. Louis,MO,"0 ACADEMY AVE / PAGE BLVD, St. Louis, MO",,,
2105,E COLLEGE AVE,St. Louis,MO,"2105 E COLLEGE AVE, St. Louis, MO",,,
0,ALABAMA AVE / BATES ST,St. Louis,MO,"0 ALABAMA AVE / BATES ST, St. Louis, MO",,,
0,N 7TH ST / CHESTNUT ST,St. Louis,MO,"0 N 7TH ST / CHESTNUT ST, St. Louis, MO",,,
0,N BROADWAY / PELHAM AVE,St. Louis,MO,"0 N BROADWAY / PELHAM AVE, St. Louis, MO",,,
5804,DEGIVERVILLE AVE,St. Louis,MO,"5804 DEGIVERVILLE AVE, St. Louis, MO",,,
4950,CHILDRENS PL,St. Louis,MO,"4950 CHILDRENS PL, St. Louis, MO",,,
0,N 14TH ST / WARREN ST,St. Louis,MO,"0 N 14TH ST / WARREN ST, St. Louis, MO",,,
2025,E ADELAIDE AVE,St. Louis,MO,"2025 E ADELAIDE AVE, St. Louis, MO",,,
4275,W NATURAL BRIDGE AVE,St. Louis,MO,"4275 W NATURAL BRIDGE AVE, St. Louis, MO",,,
4214,W NATURAL BRIDGE AVE,St. Louis,MO,"4214 W NATURAL BRIDGE AVE, St. Louis, MO",,,
0,RED BUD AVE / E SACRAMENTO AVE,St. Louis,MO,"0 RED BUD AVE / E SACRAMENTO AVE, St. Louis, MO",,,
0,DAVISON AVE / EMERSON AVE,St. Louis,MO,"0 DAVISON AVE / EMERSON AVE, St. Louis, MO",,,
0,LEONORA AVE / MIMIKA AVE,St. Louis,MO,"0 LEONORA AVE / MIMIKA AVE, St. Louis, MO",,,
7855,RIO TINTO PL,St. Louis,MO,"7855 RIO TINTO PL, St. Louis, MO",,,
0,N 9TH ST / N MARKET ST,St. Louis,MO,"0 N 9TH ST / N MARKET ST, St. Louis, MO",,,
4211,W PAGE BLVD,St. Louis,MO,"4211 W PAGE BLVD, St. Louis, MO",,,
0,ERA AVE / W FLORISSANT AVE,St. Louis,MO,"0 ERA AVE / W FLORISSANT AVE, St. Louis, MO",,,
0,N BROADWAY / SALISBURY ST,St. Louis,MO,"0 N BROADWAY / SALISBURY ST, St. Louis, MO",,,
0,CHOUTEAU AVE / S VANDEVENTER A,St. Louis,MO,"0 CHOUTEAU AVE / S VANDEVENTER A, St. Louis, MO",,,
2539,E SULLIVAN AVE,St. Louis,MO,"2539 E SULLIVAN AVE, St. Louis, MO",,,
0,PENROSE ST / WARNE AVE,St. Louis,MO,"0 PENROSE ST / WARNE AVE, St. Louis, MO",,,
5731,DEGIVERVILLE AVE,St. Louis,MO,"5731 DEGIVERVILLE AVE, St. Louis, MO",,,
0,JUNIATA ST / ROGER PL,St. Louis,MO,"0 JUNIATA ST / ROGER PL, St. Louis, MO",,,
0,N BROADWAY / FLORIDA ST,St. Louis,MO,"0 N BROADWAY / FLORIDA ST, St. Louis, MO",,,
0,I 70 WESTBOUND / SHREVE AVE,St. Louis,MO,"0 I 70 WESTBOUND / SHREVE AVE, St. Louis, MO",,,
4125,E LEXINGTON AVE,St. Louis,MO,"4125 E LEXINGTON AVE, St. Louis, MO",,,
0,ARKANSAS AVE / WINNEBAGO ST,St. Louis,MO,"0 ARKANSAS AVE / WINNEBAGO ST, St. Louis, MO",,,
4208,W ASHLAND AVE,St. Louis,MO,"4208 W ASHLAND AVE, St. Louis, MO",,,
0,FRANKLIN AVE / N GRAND BLVD,St. Louis,MO,"0 FRANKLIN AVE / N GRAND BLVD, St. Louis, MO",,,
0,BAYARD AVE / FOUNTAIN AVE,St. Louis,MO,"0 BAYARD AVE / FOUNTAIN AVE, St. Louis, MO",,,
0,W FLORISSANT AVE / PRAIRIE AVE,St. Louis,MO,"0 W FLORISSANT AVE / PRAIRIE AVE, St. Louis, MO",,,
0,MCCAUSLAND AVE / OAKLAND AVE,St. Louis,MO,"0 MCCAUSLAND AVE / OAKLAND AVE, St. Louis, MO",,,
0,LAFAYETTE AVE / SIMPSON PL,St. Louis,MO,"0 LAFAYETTE AVE / SIMPSON PL, St. Louis, MO",,,
826,E PRAIRIE AVE,St. Louis,MO,"826 E PRAIRIE AVE, St. Louis, MO",,,
0,CALIFORNIA AVE / OSAGE ST,St. Louis,MO,"0 CALIFORNIA AVE / OSAGE ST, St. Louis, MO",,,
0,BURD AVE / THEODOSIA AVE,St. Louis,MO,"0 BURD AVE / THEODOSIA AVE, St. Louis, MO",,,
0,N 11TH ST / ST CHARLES ST,St. Louis,MO,"0 N 11TH ST / ST CHARLES ST, St. Louis, MO",,,
0,BULWER AVE / GANO AVE,St. Louis,MO,"0 BULWER AVE / GANO AVE, St. Louis, MO",,,
5782,DEGIVERVILLE AVE,St. Louis,MO,"5782 DEGIVERVILLE AVE, St. Louis, MO",,,
0,MARGARETTA AVE / N NEWSTEAD AV,St. Louis,MO,"0 MARGARETTA AVE / N NEWSTEAD AV, St. Louis, MO",,,
4950,CHILDRENS,St. Louis,MO,"4950 CHILDRENS, St. Louis, MO",,,
0,CHIPPEWA ST / RIDGEWOOD AVE,St. Louis,MO,"0 CHIPPEWA ST / RIDGEWOOD AVE, St. Louis, MO",,,
3100,INDIANA,St. Louis,MO,"3100 INDIANA, St. Louis, MO",,,
0,BELT AVE / GREER AVE,St. Louis,MO,"0 BELT AVE / GREER AVE, St. Louis, MO",,,
0,"@I44 AND I55 : XY(90289785,101",St. Louis,MO,"0 @I44 AND I55 : XY(90289785,101, St. Louis, MO",,,
0,EMMA AVE / MIMIKA AVE,St. Louis,MO,"0 EMMA AVE / MIMIKA AVE, St. Louis, MO",,,
0,HAMILTON AVE / RIDGE AVE,St. Louis,MO,"0 HAMILTON AVE / RIDGE AVE, St. Louis, MO",,,
0,GASCONADE ST / OHIO AVE,St. Louis,MO,"0 GASCONADE ST / OHIO AVE, St. Louis, MO",,,
0,W FLORISSANT AVE / UNION BLVD,St. Louis,MO,"0 W FLORISSANT AVE / UNION BLVD, St. Louis, MO",,,
0,N BROADWAY / I 44 WESTBOUND,St. Louis,MO,"0 N BROADWAY / I 44 WESTBOUND, St. Louis, MO",,,
0,CASS AVE / N TUCKER BLVD,St. Louis,MO,"0 CASS AVE / N TUCKER BLVD, St. Louis, MO",,,
0,BELT AVE / RIDGE AVE,St. Louis,MO,"0 BELT AVE / RIDGE AVE, St. Louis, MO",,,
0,MISSOURI AVE / RUSSELL BLVD,St. Louis,MO,"0 MISSOURI AVE / RUSSELL BLVD, St. Louis, MO",,,
0,FAIR AVE / E GREEN LEA PL,St. Louis,MO,"0 FAIR AVE / E GREEN LEA PL, St. Louis, MO",,,
4464,WALLACE AVE,St. Louis,MO,"4464 WALLACE AVE, St. Louis, MO",,,
0,S GRAND BLVD / WALSH ST,St. Louis,MO,"0 S GRAND BLVD / WALSH ST, St. Louis, MO",,,
0,FARRAR ST / N FLORISSANT AVE,St. Louis,MO,"0 FARRAR ST / N FLORISSANT AVE, St. Louis, MO",,,
0,BLAIR AVE / MADISON ST,St. Louis,MO,"0 BLAIR AVE / MADISON ST, St. Louis, MO",,,
0,LEE AVE / WARNE AVE,St. Louis,MO,"0 LEE AVE / WARNE AVE, St. Louis, MO",,,
0,S BROADWAY / ILLINOIS AVE,St. Louis,MO,"0 S BROADWAY / ILLINOIS AVE, St. Louis, MO",,,
0,PALM ST / PRAIRIE AVE,St. Louis,MO,"0 PALM ST / PRAIRIE AVE, St. Louis, MO",,,
0,ACCOMAC ST / OHIO AVE,St. Louis,MO,"0 ACCOMAC ST / OHIO AVE, St. Louis, MO",,,
0,MINNESOTA AVE / OSAGE ST,St. Louis,MO,"0 MINNESOTA AVE / OSAGE ST, St. Louis, MO",,,
1209,BRISTOL LN,St. Louis,MO,"1209 BRISTOL LN, St. Louis, MO",,,
0,S COMPTON AVE / MERAMEC ST,St. Louis,MO,"0 S COMPTON AVE / MERAMEC ST, St. Louis, MO",,,
0,CHIPPEWA ST / S COMPTON AVE,St. Louis,MO,"0 CHIPPEWA ST / S COMPTON AVE, St. Louis, MO",,,
0,N BROADWAY / I 70 WESTBOUND,St. Louis,MO,"0 N BROADWAY / I 70 WESTBOUND, St. Louis, MO",,,
0,UNION BLVD / WABADA AVE,St. Louis,MO,"0 UNION BLVD / WABADA AVE, St. Louis, MO",,,
0,HOLLY HILLS AVE / I 55 SOUTHBO,St. Louis,MO,"0 HOLLY HILLS AVE / I 55 SOUTHBO, St. Louis, MO",,,
0,SHAW BLVD / TOWER GROVE AVE,St. Louis,MO,"0 SHAW BLVD / TOWER GROVE AVE, St. Louis, MO",,,
0,LANSDOWNE AVE / RIVER DES PERE,St. Louis,MO,"0 LANSDOWNE AVE / RIVER DES PERE, St. Louis, MO",,,
0,COMPTON / OSAGE,St. Louis,MO,"0 COMPTON / OSAGE, St. Louis, MO",,,
0,N 20TH ST / E GRAND BLVD,St. Louis,MO,"0 N 20TH ST / E GRAND BLVD, St. Louis, MO",,,
0,N 18TH ST / PINE ST,St. Louis,MO,"0 N 18TH ST / PINE ST, St. Louis, MO",,,
0,AUBERT AVE / FOUNTAIN AVE,St. Louis,MO,"0 AUBERT AVE / FOUNTAIN AVE, St. Louis, MO",,,
0,S JEFFERSON AVE / WYOMING ST,St. Louis,MO,"0 S JEFFERSON AVE / WYOMING ST, St. Louis, MO",,,
0,BENT AVE / WYOMING ST,St. Louis,MO,"0 BENT AVE / WYOMING ST, St. Louis, MO",,,
0,HARNEY AVE / N KINGSHIGHWAY BL,St. Louis,MO,"0 HARNEY AVE / N KINGSHIGHWAY BL, St. Louis, MO",,,
0,N 17TH ST / PINE ST,St. Louis,MO,"0 N 17TH ST / PINE ST, St. Louis, MO",,,
0,MANCHESTER AVE / S TAYLOR AVE,St. Louis,MO,"0 MANCHESTER AVE / S TAYLOR AVE, St. Louis, MO",,,
0,N BROADWAY / WALL ST,St. Louis,MO,"0 N BROADWAY / WALL ST, St. Louis, MO",,,
0,GRAVOIS AVE / POTOMAC ST,St. Louis,MO,"0 GRAVOIS AVE / POTOMAC ST, St. Louis, MO",,,
0,HAMILTON AVE / PAGE BLVD,St. Louis,MO,"0 HAMILTON AVE / PAGE BLVD, St. Louis, MO",,,
0,CHRISTY BLVD / S KINGSHIGHWAY,St. Louis,MO,"0 CHRISTY BLVD / S KINGSHIGHWAY, St. Louis, MO",,,
0,MISSISSIPPI AVE / RUTGER ST,St. Louis,MO,"0 MISSISSIPPI AVE / RUTGER ST, St. Louis, MO",,,
0,N 9TH ST / MARKET ST,St. Louis,MO,"0 N 9TH ST / MARKET ST, St. Louis, MO",,,
4512,CHILDRENS PL,St. Louis,MO,"4512 CHILDRENS PL, St. Louis, MO",,,
